id,titulo,autores,anio,doi,url,base,eje,tipo_publicacion,incluido,motivo_exclusion,duplicado_de,referencia_seminal
C0089,Adaptive Memory Broad Learning System for Unsupervised Time Series Anomaly Detection,Z. Zhong; Z. Yu; Z. Fan; C. L. Philip Chen; K. Yang,2025,10.1109/tnnls.2024.3415621,https://doi.org/10.1109/tnnls.2024.3415621,ieee,3,artículo de revista,no,cribado semantico (titulo+abstract): no aporta directamente a ninguno de los ejes en los que fue hallado,,
C0090,Addressing Class Imbalance in Crop Disease Classification Through GAN-Based Synthetic Image Augmentation,V. P. Reddy; D. C. V. R. Reddy; D. R. Nuvvusetty,2025,10.1109/icpeev67897.2025.11291466,https://doi.org/10.1109/icpeev67897.2025.11291466,ieee,3,congreso,si,,,
C0091,Advanced Chicken Coccidiosis Detection using Multi-Model Fusion Architecture,H. Sankar; S. Raghavendra; D. C. V,2026,10.1109/icseti67678.2026.11636585,https://doi.org/10.1109/icseti67678.2026.11636585,ieee,3,congreso,si,,,
C0092,Advanced Generative Adversarial Network Based Image Augmentation for Agricultural Applications Using Convolutional Neural Networks,P. Bhaskar; G. Himabindu; N. M. Reddy,2026,10.1109/icsadl67539.2026.11451786,https://doi.org/10.1109/icsadl67539.2026.11451786,ieee,3,congreso,si,,,
C0093,"Advanced Machine Learning Models for Predicting Irrigation Water Quality: A Comparative Study of LSTM, SVM, and XGBoost Algorithms in Rice Cultivation",V. H. Cahaya Putra; A. Rachmat Raharja; G. Kanugrahan; C. Tho; M. Al-Husaini,2025,10.1109/icimtech67074.2025.11265474,https://doi.org/10.1109/icimtech67074.2025.11265474,ieee,3,congreso,si,,,
C0094,Advancements for Improved Plant Disease and Pest Identification: A Survey,T. Feilong; H. T. Yew; F. Wong; R. R. Porle,2024,10.1109/gecost60902.2024.10474674,https://doi.org/10.1109/gecost60902.2024.10474674,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0095,Advances in Plant Leaf Disease Diagnostics: A Systematic Review of Transfer Learning and Generative Adversarial Networks,J. P. Prasad; V. C. Jadala; R. U. Rani,2026,10.1109/icmsci67830.2026.11469478,https://doi.org/10.1109/icmsci67830.2026.11469478,ieee,3,congreso,si,,,
C0096,Advancing Plant Health: Leveraging Machine Learning for Precision Leaf Detection in Agriculture,S. Das; P. Das; N. Bhattacharya,2025,10.1109/sisimpact67725.2025.11439525,https://doi.org/10.1109/sisimpact67725.2025.11439525,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0097,AGANet: Attention-Guided Generative Adversarial Network for Corn Hyperspectral Images Augmentation,W. Zhang; Z. Li; G. Li; L. Zhou; W. Zhao; X. Pan,2025,10.1109/tce.2024.3470846,https://doi.org/10.1109/tce.2024.3470846,ieee,3,artículo de revista,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0098,AgriQDL: A Quantum-Driven Deep Learning Model for Climate-Resilient Smart Farming,J. J. Mary; B.Sarvesan; N. M; R. Priyadharsini; H. A. Nurmatovich.; B. Madaminov,2025,10.1109/icacrs67045.2025.11324268,https://doi.org/10.1109/icacrs67045.2025.11324268,ieee,3,congreso,si,,,
C0099,AI-Based Early Detection of Alzheimer's Disease: Enhanced Performance with GAN-Augmented MRI Data and EfficientNetB3,K. R. Ahmed; M. S. Hossen; T. S. Chity; T. Salam; S. I. Nuhash; N. Ameri,2025,10.1109/qpain66474.2025.11172087,https://doi.org/10.1109/qpain66474.2025.11172087,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0100,AI Opportunities and Challenges for Crop Type Mapping Using Sentinel-2 and Drone Data,A. Nowakowski; D. Spiller; N. Cremer; R. Bonifacio; M. Marszalek; M. Garcia-Herranz; P. P. Mathieu; D. -H. Kim,2021,10.1109/igarss47720.2021.9553609,https://doi.org/10.1109/igarss47720.2021.9553609,ieee,3,congreso,no,cribado semantico (titulo+abstract): no aporta directamente a ninguno de los ejes en los que fue hallado,,
C0101,All Weather Radar Image Enhancement and Semantic Segmentation Method for Autonomous Vehicles,T. Thilakanayake; O. D. Silva; T. R. Wanasinghe; G. K. I. Mann; A. Jayasiri,2025,10.1109/tits.2025.3565181,https://doi.org/10.1109/tits.2025.3565181,ieee,3,artículo de revista,no,cribado semantico (titulo+abstract): no aporta directamente a ninguno de los ejes en los que fue hallado,,
C0102,An Adaptive Deep Learning Framework for Prediction of Agricultural Yield,K. R. Rao; M. Swapna Kumari; R. Eklarker; P. C. Shaker Reddy; K. Muley; V. K. Burugari,2024,10.1109/icicacs60521.2024.10498465,https://doi.org/10.1109/icicacs60521.2024.10498465,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0103,An Approach for Generating Microscopic Images of Scarce Traditional Chinese Medicine Cells,Z. Peng; G. Pang; G. Peng; C. Wei; L. Yang; W. Fu,2025,10.1109/prmvai65741.2025.11108573,https://doi.org/10.1109/prmvai65741.2025.11108573,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0104,An Offline Affective Brain-Computer Interface Paradigm with CycleGAN Data Augmentation and Meta-Learning Update Mode,H. Chen; H. He; S. Sun; J. Li; X. Cui; J. Zhu; X. Li; B. Hu,2026,10.1109/taffc.2026.3726689,https://doi.org/10.1109/taffc.2026.3726689,ieee,3,artículo de revista,no,cribado semantico (titulo+abstract): no aporta directamente a ninguno de los ejes en los que fue hallado,,
C0105,An Overview on Timely Detection of Plant Leaf Disorder Using Deep Learning and Machine Learning Models,S. S. Babaladi; A. O. Mulani,2026,10.1109/ccic68129.2026.11486178,https://doi.org/10.1109/ccic68129.2026.11486178,ieee,3,congreso,si,,,
C0106,Analysis of Crop Type Classification by Using Various Deep Learning Models,S. Koratala; V. Ananthi,2025,10.1109/icoiics67115.2025.11390412,https://doi.org/10.1109/icoiics67115.2025.11390412,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0107,Anomaly Prediction: A Novel Approach with Explicit Delay and Horizon,J. You; A. Cela; R. Natowicz; J. Ouanounou; P. Siarry,2024,10.1109/iccp63557.2024.10793012,https://doi.org/10.1109/iccp63557.2024.10793012,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0108,Application of Artificial Intelligence in Soil Contamination Analysis: Green Sustainable Practices,S. Jabin; S. Abbas; A. Chadha; J. Chawla,2024,10.1109/icaiccit64383.2024.10912319,https://doi.org/10.1109/icaiccit64383.2024.10912319,ieee,3,congreso,si,,,
C0109,Application of GAN-based Data Augmentation in Imbalanced Classification of Industrial Internet of Things,H. Wu; J. Sun; G. Cai,2025,10.1109/ecis65594.2025.11087036,https://doi.org/10.1109/ecis65594.2025.11087036,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0110,Applying Federated Learning on Decentralized Smart Farming: A Case Study,I. Siniosoglou; K. Xouveroudis; V. Argyriou; T. Lagkas; D. Margounakis; A. -A. A. Boulogeorgos; P. Sarigiannidis,2023,10.1109/iccworkshops57953.2023.10283681,https://doi.org/10.1109/iccworkshops57953.2023.10283681,ieee,3,congreso,no,cribado semantico (titulo+abstract): no aporta directamente a ninguno de los ejes en los que fue hallado,,
C0111,ASDGM: Agriculture Framework for Crops Data Generation and Recommendation,E. Hossny; A. A. Awad; F. A. Omara,2026,10.1109/3scea68071.2026.11603000,https://doi.org/10.1109/3scea68071.2026.11603000,ieee;scopus,3,congreso,si,,,
C0112,Attention-Based Multi-Input Multi-Output Neural Network for Plant Disease Prediction Using Multisensor System,R. Saini; K. S. Patle; A. Kumar; S. G. Surya; V. S. Palaparthy,2022,10.1109/jsen.2022.3219601,https://doi.org/10.1109/jsen.2022.3219601,ieee,3,artículo de revista,no,cribado semantico (titulo+abstract): no aporta directamente a ninguno de los ejes en los que fue hallado,,
C0113,Augmentation of Vegetation Index Curves Considering the Crop-Specific Phenological Characteristics,P. V. Arun; A. Karnieli,2022,10.1109/jstars.2022.3142395,https://doi.org/10.1109/jstars.2022.3142395,ieee,3,artículo de revista,si,,,
C0114,Augmented Cyclic Consistency Regularization for Unpaired Image-to-Image Translation,T. Ohkawa; N. Inoue; H. Kataoka; N. Inoue,2021,10.1109/icpr48806.2021.9412082,https://doi.org/10.1109/icpr48806.2021.9412082,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0115,Augmenting the Proficiencies of GANs Through Modernizing Agriculture and Healthcare,M. Jothi; T. Veeramakali,2025,10.1109/icoei65986.2025.11013056,https://doi.org/10.1109/icoei65986.2025.11013056,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0116,Automated Turmeric Leaf Disease Detection using Deep Learning and Ensemble Learning,G. E; S. R; S. S. V; S. M,2026,10.1109/iccnct68477.2026.11590751,https://doi.org/10.1109/iccnct68477.2026.11590751,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0117,Automating Fruit Quality Inspection Through Transfer Learning and GANs,P. Nabil; K. Mohamed; A. Atia,2024,10.1109/miucc62295.2024.10783508,https://doi.org/10.1109/miucc62295.2024.10783508,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0118,Beyond the Generative Learning Trilemma: Generative Model Assessment in Data Scarcity Domains,M. Salmã; L. Tronchin; R. Sicilia; P. Soda; V. Guarrasi,2026,10.1109/access.2026.3718041,https://doi.org/10.1109/access.2026.3718041,ieee,3,artículo de revista,si,,,
C0119,Biometric Identification using Periocular Images with ViT-DeepSort and YOLOv7-GAN,P. Verma,2024,10.1109/ic3i61595.2024.10829244,https://doi.org/10.1109/ic3i61595.2024.10829244,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0120,Biophysical Parameter Estimation Using Earth Observation Data in a Multi-Sensor Data Fusion Approach: CycleGAN,N. Efremova; E. Erten,2021,10.1109/igarss47720.2021.9553561,https://doi.org/10.1109/igarss47720.2021.9553561,ieee,3,congreso,si,,,
C0121,Birds Egg Recognition using Artificial Neural Network,P. Natesan; R. ThamilSelvan; E. Gothai; G. Deepadharshini; T. E. Kavivarrthini; P. NithiShree,2023,10.1109/icscds56580.2023.10104986,https://doi.org/10.1109/icscds56580.2023.10104986,ieee,3,congreso,si,,,
C0122,Can We Grow Data? A Hybrid Pipeline for Synthetic Agricultural Data Generation,N. L. Manjor; R. P. Porfírio; P. A. Santos; R. N. Madeira,2026,10.1109/yef-ece70590.2026.11614611,https://doi.org/10.1109/yef-ece70590.2026.11614611,ieee,3,congreso,si,,,
C0123,Cassava plant disease detection with imbalanced dataset using transfer learning,R. Yadav; M. Pandey; S. K. Sahu,2022,10.1109/aic55036.2022.9848882,https://doi.org/10.1109/aic55036.2022.9848882,ieee,3,congreso,si,,,
C0124,CATS: Contrastive learning for Anomaly detection in Time Series,J. R. Ky; B. Mathieu; A. Lahmadi; R. Boutaba,2024,10.1109/bigdata62323.2024.10825476,https://doi.org/10.1109/bigdata62323.2024.10825476,ieee,3,congreso,no,cribado semantico (titulo+abstract): no aporta directamente a ninguno de los ejes en los que fue hallado,,
C0125,CC-SSL: A Self-Supervised Learning Framework for Crop Classification With Few Labeled Samples,H. Wang; W. Chang; Y. Yao; D. Liu; Y. Zhao; S. Li; Z. Liu; X. Zhang,2022,10.1109/jstars.2022.3211994,https://doi.org/10.1109/jstars.2022.3211994,ieee,3,artículo de revista,si,,,
C0126,Classification and Augmentation of African Fabrics Using Convolutional Neural Network and Generative Adversarial Network Models,O. Adeyokunnu; A. Abayomi-Alli; O. A. Alabi; O. ‘. Arogundade; D. W. Daniel; B. O. Omoyiola,2024,10.1109/nigercon62786.2024.10927147,https://doi.org/10.1109/nigercon62786.2024.10927147,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0127,Classification and Detection of Rice Crop Using Deep Learning for Smart Agriculture,Y. Y. S. Elhammamy; G. C. Chung; M. T. Gan; J. J. Tiang; K. V. Teong,2024,10.1109/mecon62796.2024.10776260,https://doi.org/10.1109/mecon62796.2024.10776260,ieee,3,congreso,si,,,
C0128,Classification and Prediction of Pineapple Quality using Deep Learning,Z. Li; Y. -W. Chong; M. N. Ab Wahab; G. -K. Lim; R. Dawood,2023,10.1109/ibdap58581.2023.10271948,https://doi.org/10.1109/ibdap58581.2023.10271948,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0129,Classification of Lung Diseases Using Machine Learning Technique,A. Rehman; F. Noor; J. I. Janjua; A. Ihsan; A. Q. Saeed; T. Abbas,2024,10.1109/dasa63652.2024.10836302,https://doi.org/10.1109/dasa63652.2024.10836302,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0130,CLCT-GAN: Strong-Weak Contrastive Learning for Reconstructing CT Images from Radiographs,S. Cheng; Y. Hong; Q. Chen; J. Guo; M. Li; Q. Zhang,2024,10.1109/ijcnn60899.2024.10650985,https://doi.org/10.1109/ijcnn60899.2024.10650985,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0131,CLECG: A Novel Contrastive Learning Framework for Electrocardiogram Arrhythmia Classification,H. Chen; G. Wang; G. Zhang; P. Zhang; H. Yang,2021,10.1109/lsp.2021.3114119,https://doi.org/10.1109/lsp.2021.3114119,ieee,3,artículo de revista,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0132,Cloud-Edge Integrated Deep Learning for Medicinal Plant Disease Detection: A Case Study on Tulsi (Basil),M. Parthiban; B. Maram,2025,10.1109/icaiccit68829.2025.11434015,https://doi.org/10.1109/icaiccit68829.2025.11434015,ieee,3,congreso,si,,,
C0133,Cloud Removal in Satellite Images Using a Generative Adversarial Approach,E. Nikolaev; N. Zakharova; V. Zakharov,2025,10.1109/smartindustrycon65166.2025.10986034,https://doi.org/10.1109/smartindustrycon65166.2025.10986034,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0134,"CNNs, GANs, and Transformers for Tomato Disease Detection and Classification: A Review",R. Kandadi; D. Nandan,2025,10.1109/icccmla66092.2025.11581264,https://doi.org/10.1109/icccmla66092.2025.11581264,ieee,3,congreso,si,,,
C0135,Comparative Analysis of CNN Models' Accuracy Using Synthetic and Original Datasets for Cotton Leaf Classification,P. S. Bolisetty; L. Y. N A; S. D. Kosuri; P. Sravan; S. V. Sai Karthik; R. C.B,2024,10.1109/aisp61711.2024.10870706,https://doi.org/10.1109/aisp61711.2024.10870706,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0136,Comparative Analysis of Data Augmentation Approaches for Blood Pressure Prediction,R. Saraiva; P. Carvalho; J. Henriques; M. Simões,2024,10.1109/embc53108.2024.10781892,https://doi.org/10.1109/embc53108.2024.10781892,ieee,3,congreso,no,cribado semantico (titulo+abstract): no aporta directamente a ninguno de los ejes en los que fue hallado,,
C0137,Comparative Assessment of Deep Learning to Detect the Leaf Diseases of Potato based on Data Augmentation,U. Barman; D. Sahu; G. G. Barman; J. Das,2020,10.1109/compe49325.2020.9200015,https://doi.org/10.1109/compe49325.2020.9200015,ieee,3,congreso,si,,,
C0138,Comparative Performance Analysis of Various Generative Adversarial Network (GANs) for Rice Disease Dataset,B. D. Mazumdar; P. K. Gupta; S. Sharma; G. Singh,2026,10.1109/fet68771.2026.11601481,https://doi.org/10.1109/fet68771.2026.11601481,ieee,3,congreso,si,,,
C0139,Conditional Generative Adversarial Network for Mitigating Skin Diseases Identification Modeling with Limited Data,D. L. Christiono; N. Afny Catur Andryani,2025,10.1109/icoict66265.2025.11192943,https://doi.org/10.1109/icoict66265.2025.11192943,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0140,Content‐aware Convolutional VAE for Anime Face Synthesis,L. Kumar; B. Kumar; S. Ahmad; M. A. Ansari; G. Pinheiro,2026,10.1002/9781394403158.ch09,https://doi.org/10.1002/9781394403158.ch09,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0141,Cotton Yield Prediction: A Machine Learning Approach With Field and Synthetic Data,A. Mitra; S. Beegum; D. Fleisher; V. R. Reddy; W. Sun; C. Ray; D. Timlin; A. Malakar,2024,10.1109/access.2024.3418139,https://doi.org/10.1109/access.2024.3418139,ieee,3,artículo de revista,si,,,
C0142,Crop Classification in UAV Remote Sensing Images Using Segment Anything Model,G. Xu; Y. Bie; N. Wang; Y. Wang,2025,10.1109/agro-geoinformatics66479.2025.11136613,https://doi.org/10.1109/agro-geoinformatics66479.2025.11136613,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0143,Crop Type Classification using Multi-temporal Sentinel-2 Satellite Imagery: A Deep Semantic Segmentation Approach,A. H. Khan; Z. Zafar; M. Shahzad; K. Berns; M. M. Fraz,2023,10.1109/icrai57502.2023.10089586,https://doi.org/10.1109/icrai57502.2023.10089586,ieee,3,congreso,no,cribado semantico (titulo+abstract): no aporta directamente a ninguno de los ejes en los que fue hallado,,
C0144,Crop yield prediction via explainable AI and interpretable machine learning: Dangers of black box models for evaluating climate change impacts on crop yield,Tongxi Hu; Xuesong Zhang; Gil Bohrer; Yanlan Liu; Yuyu Zhou; Jay Martin; Yang Li; Kaiguang Zhao,2023,10.1016/j.agrformet.2023.109458,https://doi.org/10.1016/j.agrformet.2023.109458,scopus,3,artículo de revista,si,,,
C0145,Cross-Attention Based Deep Learning Model for Enhanced Crop Classification Using SAR and Optical Satellite Data Fusion,V. K. Tiwari; R. Chadha; R. Tiwari,2026,10.1109/icisessc68634.2026.11542669,https://doi.org/10.1109/icisessc68634.2026.11542669,ieee,3,congreso,no,cribado semantico (titulo+abstract): no aporta directamente a ninguno de los ejes en los que fue hallado,,
C0146,Cross-Dataset Generalizable Paddy Leaf Disease Detection via ViT–CNN Fusion and Domain-Specific Preprocessing,V. G. V; D. J,2025,10.1109/icerect65215.2025.11375892,https://doi.org/10.1109/icerect65215.2025.11375892,ieee,3,congreso,si,,,
C0147,Cycle-Consistent Generative Adversarial Network Augmented MobileNetV3 for Robust Grape Leaf Disease Classification,S. Aghabalayev; Y. Liu; Y. Tang; R. Ji,2024,10.1109/iccd62811.2024.10843461,https://doi.org/10.1109/iccd62811.2024.10843461,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0148,DA-Mamba: A Data Augmentation-Enhanced State Space Model for Fertiliser N2O Prediction in Agricultural IoT Applications,G. Bi; T. Liu; Y. Zhang; Q. Xue; Y. Li; P. Yang,2025,10.1109/indin64977.2025.11279073,https://doi.org/10.1109/indin64977.2025.11279073,ieee,3,congreso,si,,,
C0149,Data Acquisition and Image Augmentation using Adversarial Networks,U. Lathamaheswari; J. Jebathagam,2022,10.1109/icecaa55415.2022.9936265,https://doi.org/10.1109/icecaa55415.2022.9936265,ieee,3,congreso,si,,,
C0150,Data Augmentation for Human Activity Recognition With Generative Adversarial Networks,M. Lupión; F. Cruciani; I. Cleland; C. Nugent; P. M. Ortigosa,2024,10.1109/jbhi.2024.3364910,https://doi.org/10.1109/jbhi.2024.3364910,ieee,3,artículo de revista,si,,,
C0151,Data Augmentation Framework for Improving Image Recognition Using cycleGAN,S. Kim; S. T. Deribe; G. Byun; K. Joo; J. Pyo; T. Kuc; H. Choo,2024,10.1109/imcom60618.2024.10418294,https://doi.org/10.1109/imcom60618.2024.10418294,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0152,Data Augmentation on Plant Leaf Disease Image Dataset Using Image Manipulation and Deep Learning Techniques,J. Arun Pandian; G. Geetharamani; B. Annette,2019,10.1109/iacc48062.2019.8971580,https://doi.org/10.1109/iacc48062.2019.8971580,ieee,3,congreso,si,,,
C0153,Data Augmentation Using GANs for Crop/Weed Segmentation in Precision Farming,M. Fawakherji; C. Potena; I. Prevedello; A. Pretto; D. D. Bloisi; D. Nardi,2020,10.1109/ccta41146.2020.9206297,https://doi.org/10.1109/ccta41146.2020.9206297,ieee,3,congreso,si,,,
C0154,Data Augmentation vs. Synthetic Data Generation: An Empirical Evaluation for Enhancing Radiology Image Classification,S. Shetty; A. V.S.; A. Mahale,2023,10.1109/iciis58898.2023.10253599,https://doi.org/10.1109/iciis58898.2023.10253599,ieee,3,congreso,no,"coincidencia de terminos espuria: dominio claramente ajeno a agricultura/cultivos/suelo (ej. imagenologia medica, seguridad de redes) sin anclaje agricola en el titulo",,
C0155,Deep Crash Detection From Vehicular Sensor Data With Multimodal Self-Supervision,L. Kubin; T. Bianconcini; D. C. de Andrade; M. Simoncini; L. Taccari; F. Sambo,2022,10.1109/tits.2021.3114816,https://doi.org/10.1109/tits.2021.3114816,ieee,3,artículo de revista,no,cribado semantico (titulo+abstract): no aporta directamente a ninguno de los ejes en los que fue hallado,,
C0156,Deep Learning Architecture for Land-Cover Satellite Image Classification using Transfer Learning,P. Kulkarni; O. Geet; R. Garg; S. Varma; V. Sawant,2026,10.1109/icnte66387.2026.11437446,https://doi.org/10.1109/icnte66387.2026.11437446,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0157,Deep learning classification system for coconut maturity levels based on acoustic signals,J. A. Caladcad; E. Piedad,2024,10.1109/r10-htc59322.2024.10778826,https://doi.org/10.1109/r10-htc59322.2024.10778826,ieee,3,congreso,si,,,
C0158,Deep Learning–Driven Tea Leaf Disease Detection Using Convolutional and Adversarial Networks,N. Bhaskar; S. H. Barshikar; V. K S; K. E. Prakash; A. K P,2026,10.1109/icirca69024.2026.11570371,https://doi.org/10.1109/icirca69024.2026.11570371,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0159,Deep Learning for Farmland Assessment and Developing an Automatic Crop Recommendation System Using GCN,A. Srilatha; P. Praveen,2024,10.1109/icicnis64247.2024.10823317,https://doi.org/10.1109/icicnis64247.2024.10823317,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0160,Deep Neural Network‐Based Multi‐Class Image Classification for Plant Diseases,A. Negi; K. Kumar; P. Chauhan,2021,10.1002/9781119769231.ch6,https://doi.org/10.1002/9781119769231.ch6,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0161,DeepFarm: AI-Driven Management of Farm Production using Explainable Causality,Y. Wang; J. Chandrasekaran; F. Haberkorn; Y. Dong; M. Gopinath; F. A. Batarseh,2022,10.1109/stc55697.2022.00013,https://doi.org/10.1109/stc55697.2022.00013,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0162,Deformable Two-Stage Generative Adversarial Network Augmentation for Drosophila Image Recognition in Complex Environments,C. Yin; Y. Li; Y. Jin; X. Gao; Y. Peng,2025,10.1109/mmul.2025.3596592,https://doi.org/10.1109/mmul.2025.3596592,ieee,3,artículo de revista,si,,,
C0163,Detection of Crop Leaf Diseases Using Gl-Cgan Based Data Augmentation,C. Hu; Y. Liu; J. Xiang; Z. Chen,2021,10.1109/icmlc54886.2021.9737251,https://doi.org/10.1109/icmlc54886.2021.9737251,ieee,3,congreso,si,,,
C0164,Detection of Pepper and Tomato leaf diseases using deep learning techniques,B. Tej; F. Nasri; A. Mtibaa,2022,10.1109/ic_aset53395.2022.9765923,https://doi.org/10.1109/ic_aset53395.2022.9765923,ieee,3,congreso,si,,,
C0165,Diffu Vader: Validity-Constrained Discrete Diffusion for Flow-Level NIDS Red Teaming,H. Fard; I. Komarov; G. Wunder,2026,10.1109/cits70307.2026.11637319,https://doi.org/10.1109/cits70307.2026.11637319,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
C0166,DSLS-PET: Unsupervised Deep Generative Simulator for Realistic PET Lesions Synthesis,I. Shiri; A. Sanaat; M. Amini; G. Hajianfar; Z. Mansouri; A. Saberi; Y. Salimi; H. Zaidi,2022,10.1109/nss/mic44845.2022.10399057,https://doi.org/10.1109/nss/mic44845.2022.10399057,ieee,3,congreso,no,"coincidencia de terminos espuria: dominio claramente ajeno a agricultura/cultivos/suelo (ej. imagenologia medica, seguridad de redes) sin anclaje agricola en el titulo",,
C0167,Dynamic Sensor Placement on Graphs Based on Graph Signal Sampling Theory,S. Nomura; J. Hara; H. Higashi; Y. Tanaka,2024,10.1109/apsipaasc63619.2025.10848795,https://doi.org/10.1109/apsipaasc63619.2025.10848795,ieee,3,congreso,no,cribado semantico (titulo+abstract): no aporta directamente a ninguno de los ejes en los que fue hallado,,
C0168,Early Detection of Alzheimer’s Disease Using Deep Learning and MRI: A CNN-Based Approach with Enhanced Data Augmentation,M. A. Ottom; I. M. Alazzam; G. N. Alkufahi; R. Mohawesh; M. Alkhalaileh,2025,10.1109/fllm67465.2025.11390951,https://doi.org/10.1109/fllm67465.2025.11390951,ieee,3,congreso,no,"coincidencia de terminos espuria: dominio claramente ajeno a agricultura/cultivos/suelo (ej. imagenologia medica, seguridad de redes) sin anclaje agricola en el titulo",,
C0169,Early Fusion of Discrete Wavelet Transform Features and Convolutional Neural Networks for Precise Detection of Apple Plant Diseases,G. B. K; D. Nayini; J. Madhavi; M. Sonia; P. Lathar,2025,10.1109/netcrypt65877.2025.11102253,https://doi.org/10.1109/netcrypt65877.2025.11102253,ieee,3,congreso,no,cribado semantico (titulo+abstract): no aporta directamente a ninguno de los ejes en los que fue hallado,,
C0170,Early-Season Crop Classification with Planet Fusion,C. Senaras; P. Holden; T. Davis; A. Wania; A. S. Rana; M. Grady; R. De Jeu,2024,10.1109/igarss53475.2024.10642187,https://doi.org/10.1109/igarss53475.2024.10642187,ieee,3,congreso,no,cribado semantico (titulo+abstract): no aporta directamente a ninguno de los ejes en los que fue hallado,,
C0171,"Effect of Synthetic Data Augmentation on Plant Classification Accuracy Using MobileNetV2, EfficientNet-B0, and ResNet-18",F. B. Pasaribu; L. J. E. Dewi; K. Y. E. Aryanto; P. Varnakovida,2025,10.1109/seai65851.2025.11108883,https://doi.org/10.1109/seai65851.2025.11108883,ieee,3,congreso,si,,,
C0172,Egyart_classify: an approach to classify outpainted Egyptian monuments images using GAN and ResNet,K. Yasser; A. M. Salama; A. Amr; L. E. Yehia; S. Refaat; F. H. Ismail,2022,10.1109/miucc55081.2022.9781780,https://doi.org/10.1109/miucc55081.2022.9781780,ieee,3,congreso,no,no satisface los terminos documentados del eje en titulo/resumen (posible desvio de la ejecucion real respecto del protocolo),,
